date;Year;Variable;Value;Population;Rate
2016-09-01;2016;Skin (melanoma);92;4734042;1.9433710136074
2016-10-01;2016;Prostate;258;4741025;5.44186120090065
2016-10-01;2016;Others;1484;4741025;31.3012481478161
2016-10-01;2016;Breast;294;4741025;6.20119067079376
2016-10-01;2016;Colorrectal;334;4741025;7.04489008178611
2016-10-01;2016;Lung;184;4741025;3.8810172905648
2016-10-01;2016;Skin (nonmelanoma);1060;4741025;22.3580343912972
2016-10-01;2016;Skin (melanoma);85;4741025;1.79286124835874
2016-11-01;2016;Prostate;267;4695973;5.68572263937633
2016-11-01;2016;Others;1591;4695973;33.8800925814522
2016-11-01;2016;Lung;236;4695973;5.02558255765099
2016-11-01;2016;Breast;307;4695973;6.53751629321549
2016-11-01;2016;Colorrectal;379;4695973;8.07074487012596
2016-11-01;2016;Skin (melanoma);89;4695973;1.89524087979211
2016-11-01;2016;Skin (nonmelanoma);1136;4695973;24.1909397690319
2016-12-01;2016;Others;1289;4736380;27.2148771846854
2016-12-01;2016;Colorrectal;302;4736380;6.37617758710239
2016-12-01;2016;Breast;291;4736380;6.14393270810197
2016-12-01;2016;Prostate;210;4736380;4.43376587182616
2016-12-01;2016;Lung;184;4736380;3.88482343055245
2016-12-01;2016;Skin (nonmelanoma);747;4736380;15.7715386012102
2016-12-01;2016;Skin (melanoma);73;4736380;1.54126146973005
2017-01-01;2017;Others;1425;4741816;30.051777631186
2017-01-01;2017;Colorrectal;337;4741816;7.10698179769101
2017-01-01;2017;Lung;228;4741816;4.80828442098976
2017-01-01;2017;Prostate;276;4741816;5.82055482540866
2017-01-01;2017;Breast;309;4741816;6.51649072844665
2017-01-01;2017;Skin (nonmelanoma);967;4741816;20.393030855689
2017-01-01;2017;Skin (melanoma);76;4741816;1.60276147366325
2017-02-01;2017;Others;1563;4747298;32.9239917106531
2017-02-01;2017;Colorrectal;375;4747298;7.89923025687454
2017-02-01;2017;Prostate;238;4747298;5.01337813636304
2017-02-01;2017;Lung;216;4747298;4.54995662795974
2017-02-01;2017;Breast;334;4747298;7.03558108212293
2017-02-01;2017;Skin (nonmelanoma);982;4747298;20.6854509660021
2017-02-01;2017;Skin (melanoma);89;4747298;1.87475064763156
2017-03-01;2017;Others;1612;4752338;33.9201462522236
2017-03-01;2017;Prostate;253;4752338;5.32369541055371
2017-03-01;2017;Colorrectal;399;4752338;8.39586746565585
2017-03-01;2017;Lung;243;4752338;5.11327266705356
2017-03-01;2017;Breast;360;4752338;7.57521876600528
2017-03-01;2017;Skin (nonmelanoma);1137;4752338;23.9250659359667
2017-03-01;2017;Skin (melanoma);112;4752338;2.35673472720164
2017-04-01;2017;Others;1174;4757463;24.6770179820631
2017-04-01;2017;Colorrectal;286;4757463;6.01160744707841
2017-04-01;2017;Lung;183;4757463;3.84658798187185
2017-04-01;2017;Breast;279;4757463;5.8644702018702
2017-04-01;2017;Prostate;225;4757463;4.72941145312113
2017-04-01;2017;Skin (nonmelanoma);807;4757463;16.9628224118611
2017-04-01;2017;Skin (melanoma);84;4757463;1.76564694249855
2017-05-01;2017;Others;1642;4763413;34.4710819742063
2017-05-01;2017;Lung;271;4763413;5.68919806029836
2017-05-01;2017;Prostate;281;4763413;5.89913156805845
2017-05-01;2017;Breast;370;4763413;7.76753978712323
2017-05-01;2017;Colorrectal;397;4763413;8.33436025807546
2017-05-01;2017;Skin (nonmelanoma);1075;4763413;22.5678520842094
2017-05-01;2017;Skin (melanoma);100;4763413;2.09933507760087
2017-06-01;2017;Others;1494;4748124;31.465058621047
2017-06-01;2017;Breast;322;4748124;6.78162575366608
2017-06-01;2017;Lung;214;4748124;4.50704320274702
2017-06-01;2017;Prostate;265;4748124;5.58115162956991
2017-06-01;2017;Colorrectal;357;4748124;7.51875898776022
2017-06-01;2017;Skin (nonmelanoma);1138;4748124;23.9673605828323
2017-06-01;2017;Skin (melanoma);133;4748124;2.80110628955773
2017-07-01;2017;Others;1337;4758642;28.0962509892528
2017-07-01;2017;Colorrectal;312;4758642;6.55649237744718
2017-07-01;2017;Prostate;238;4758642;5.00142687766804
2017-07-01;2017;Breast;317;4758642;6.6615643706755
2017-07-01;2017;Lung;186;4758642;3.90867814809351
2017-07-01;2017;Skin (nonmelanoma);932;4758642;19.5854195377589
2017-07-01;2017;Skin (melanoma);109;4758642;2.29056945237738
2017-08-01;2017;Others;1129;4773681;23.6505120472022
2017-08-01;2017;Prostate;162;4773681;3.39360757453211
2017-08-01;2017;Lung;170;4773681;3.56119313376826
2017-08-01;2017;Colorrectal;273;4773681;5.71885720893374
2017-08-01;2017;Breast;231;4773681;4.83903302294393
2017-08-01;2017;Skin (nonmelanoma);673;4773681;14.0981351707414
2017-08-01;2017;Skin (melanoma);60;4773681;1.25689169427115
2017-09-01;2017;Others;1181;4774121;24.7375380724536
2017-09-01;2017;Colorrectal;312;4774121;6.53523444420449
2017-09-01;2017;Prostate;196;4774121;4.10546779187205
2017-09-01;2017;Lung;164;4774121;3.43518733605621
2017-09-01;2017;Breast;272;4774121;5.69738387443469
2017-09-01;2017;Skin (melanoma);90;4774121;1.88516378198207
2017-09-01;2017;Skin (nonmelanoma);1043;4774121;21.8469536067477
2017-10-01;2017;Lung;192;4790096;4.00827039792104
2017-10-01;2017;Colorrectal;356;4790096;7.43200136281194
2017-10-01;2017;Breast;299;4790096;6.24204608842913
2017-10-01;2017;Others;1484;4790096;30.9805899505981
2017-10-01;2017;Prostate;259;4790096;5.40698975552891
2017-10-01;2017;Skin (nonmelanoma);1090;4790096;22.7552850715309
2017-10-01;2017;Skin (melanoma);79;4790096;1.64923625747793
2017-11-01;2017;Others;1452;4791041;30.3065659425582
2017-11-01;2017;Colorrectal;364;4791041;7.5975137762336
2017-11-01;2017;Lung;215;4791041;4.4875424777204
2017-11-01;2017;Breast;305;4791041;6.36604863118475
2017-11-01;2017;Prostate;240;4791041;5.0093497425716
2017-11-01;2017;Skin (nonmelanoma);1094;4791041;22.8342859098889
2017-11-01;2017;Skin (melanoma);111;4791041;2.31682425593937
2017-12-01;2017;Colorrectal;251;4775443;5.25605687262941
2017-12-01;2017;Others;1110;4775443;23.2439168470862
2017-12-01;2017;Breast;243;4775443;5.08853314760536
2017-12-01;2017;Prostate;194;4775443;4.06245033183309
2017-12-01;2017;Lung;162;4775443;3.39235543173691
2017-12-01;2017;Skin (nonmelanoma);681;4775443;14.2604570926718
2017-12-01;2017;Skin (melanoma);56;4775443;1.17266607516831
2018-01-01;2018;Others;1494;4781835;31.2432361216981
2018-01-01;2018;Prostate;219;4781835;4.5798318009718
2018-01-01;2018;Colorrectal;342;4781835;7.15206610014775
2018-01-01;2018;Breast;336;4781835;7.02659125628551
2018-01-01;2018;Lung;191;4781835;3.99428252961468
2018-01-01;2018;Skin (nonmelanoma);974;4781835;20.3687496536371
2018-01-01;2018;Skin (melanoma);77;4781835;1.6102604962321
2018-02-01;2018;Others;1555;4789387;32.467620595287
2018-02-01;2018;Colorrectal;344;4789387;7.18254757863585
2018-02-01;2018;Prostate;239;4789387;4.99020020724991
2018-02-01;2018;Breast;336;4789387;7.01551158843501
2018-02-01;2018;Lung;228;4789387;4.76052572072376
2018-02-01;2018;Skin (nonmelanoma);944;4789387;19.7102468436984
2018-02-01;2018;Skin (melanoma);87;4789387;1.81651639343407
2018-03-01;2018;Colorrectal;333;4795563;6.94391878492682
2018-03-01;2018;Others;1469;4795563;30.6324825677402
2018-03-01;2018;Breast;326;4795563;6.79795052218061
2018-03-01;2018;Prostate;286;4795563;5.96384616363084
2018-03-01;2018;Lung;233;4795563;4.8586578885524
2018-03-01;2018;Skin (nonmelanoma);932;4795563;19.4346315542096
2018-03-01;2018;Skin (melanoma);77;4795563;1.6056508902083
2018-04-01;2018;Prostate;228;4802811;4.74721990934059
2018-04-01;2018;Colorrectal;266;4802811;5.53842322756402
2018-04-01;2018;Breast;293;4802811;6.10059400630173
2018-04-01;2018;Others;1317;4802811;27.4214413184279
2018-04-01;2018;Lung;218;4802811;4.53900850980811
2018-04-01;2018;Skin (nonmelanoma);965;4802811;20.0924000548845
2018-04-01;2018;Skin (melanoma);96;4802811;1.99882943551183
2018-05-01;2018;Lung;227;4808243;4.72105923099145
2018-05-01;2018;Others;1551;4808243;32.2571051421486
2018-05-01;2018;Prostate;281;4808243;5.84413058990571
2018-05-01;2018;Colorrectal;340;4808243;7.07119003760833
2018-05-01;2018;Breast;331;4808243;6.88401147778929
2018-05-01;2018;Skin (nonmelanoma);1030;4808243;21.4215462904017
2018-05-01;2018;Skin (melanoma);89;4808243;1.85098798043277
2018-06-01;2018;Others;1477;4791739;30.8238825194778
2018-06-01;2018;Prostate;237;4791739;4.94601229324051
2018-06-01;2018;Colorrectal;306;4791739;6.38599055582952
2018-06-01;2018;Lung;210;4791739;4.38254253831438
2018-06-01;2018;Breast;327;4791739;6.82424480966096
2018-06-01;2018;Skin (nonmelanoma);975;4791739;20.3475189278882
2018-06-01;2018;Skin (melanoma);103;4791739;2.14953276879229
2018-07-01;2018;Others;1599;4816811;33.1962370954559
2018-07-01;2018;Breast;365;4816811;7.57762760465378
2018-07-01;2018;Prostate;262;4816811;5.43928337649121
2018-07-01;2018;Colorrectal;352;4816811;7.30773949818666
2018-07-01;2018;Lung;236;4816811;4.89950716355697
2018-07-01;2018;Skin (nonmelanoma);1057;4816811;21.9439791181344
2018-07-01;2018;Skin (melanoma);141;4816811;2.92724792398954
2018-08-01;2018;Others;1086;4824730;22.5090315934778
2018-08-01;2018;Colorrectal;239;4824730;4.9536450744394
2018-08-01;2018;Lung;182;4824730;3.77223181400825
2018-08-01;2018;Breast;220;4824730;4.55984065429568
2018-08-01;2018;Prostate;177;4824730;3.66859907186516
2018-08-01;2018;Skin (melanoma);80;4824730;1.65812387428934
2018-08-01;2018;Skin (nonmelanoma);646;4824730;13.3893502848864
2018-09-01;2018;Colorrectal;281;4833720;5.8133280372053
2018-09-01;2018;Prostate;216;4833720;4.46860802859909
2018-09-01;2018;Others;1124;4833720;23.2533121488212
2018-09-01;2018;Lung;179;4833720;3.70315202370017
2018-09-01;2018;Breast;224;4833720;4.63411202965832
2018-09-01;2018;Skin (nonmelanoma);934;4833720;19.3225921236646
2018-09-01;2018;Skin (melanoma);80;4833720;1.65504001059226
2018-10-01;2018;Breast;287;4840620;5.92899256706786
2018-10-01;2018;Others;1251;4840620;25.8437968689961
2018-10-01;2018;Lung;189;4840620;3.90445851977639
2018-10-01;2018;Colorrectal;272;4840620;5.61911490676814
2018-10-01;2018;Prostate;220;4840620;4.54487235106247
2018-10-01;2018;Skin (nonmelanoma);1178;4840620;24.3357255888709
2018-10-01;2018;Skin (melanoma);124;4840620;2.5616553251443
2018-11-01;2018;Others;1232;4852215;25.3904660036705
2018-11-01;2018;Colorrectal;245;4852215;5.0492403984572
2018-11-01;2018;Lung;177;4852215;3.64781857357928
2018-11-01;2018;Prostate;185;4852215;3.81269172944727
2018-11-01;2018;Breast;275;4852215;5.66751473296216
2018-11-01;2018;Skin (nonmelanoma);929;4852215;19.1458952251704
2018-11-01;2018;Skin (melanoma);84;4852215;1.7311681366139
2018-12-01;2018;Others;1306;4833717;27.0185449417084
2018-12-01;2018;Breast;271;4833717;5.60645151546936
2018-12-01;2018;Colorrectal;265;4833717;5.48232343763609
2018-12-01;2018;Prostate;223;4833717;4.6134268928032
2018-12-01;2018;Lung;185;4833717;3.82728239985916
2018-12-01;2018;Skin (nonmelanoma);822;4833717;17.005546663158
2018-12-01;2018;Skin (melanoma);90;4833717;1.86192116749905
2019-01-01;2019;Prostate;249;4846503;5.1377250772361
2019-01-01;2019;Others;1597;4846503;32.9515941700645
2019-01-01;2019;Colorrectal;313;4846503;6.4582648561241
2019-01-01;2019;Breast;360;4846503;7.42803625624497
2019-01-01;2019;Lung;211;4846503;4.35365458352136
2019-01-01;2019;Skin (nonmelanoma);951;4846503;19.6223957769138
2019-01-01;2019;Skin (melanoma);97;4846503;2.00144310237712
2019-02-01;2019;Others;1409;4854644;29.0237553979241
2019-02-01;2019;Colorrectal;341;4854644;7.02420198061897
2019-02-01;2019;Prostate;268;4854644;5.52048718711403
2019-02-01;2019;Breast;298;4854644;6.1384521707462
2019-02-01;2019;Lung;208;4854644;4.28455721984969
2019-02-01;2019;Skin (nonmelanoma);974;4854644;20.0632631352577
2019-02-01;2019;Skin (melanoma);87;4854644;1.79209845253329
2019-03-01;2019;Prostate;309;4866790;6.34915416527115
2019-03-01;2019;Colorrectal;342;4866790;7.02721917321273
2019-03-01;2019;Others;1575;4866790;32.3621935608481
2019-03-01;2019;Lung;237;4866790;4.86973960248953
2019-03-01;2019;Breast;328;4866790;6.73955523044964
2019-03-01;2019;Skin (nonmelanoma);976;4866790;20.0542862954843
2019-03-01;2019;Skin (melanoma);96;4866790;1.9725527503755
2019-04-01;2019;Others;1538;4875790;31.5436062668819
2019-04-01;2019;Prostate;264;4875790;5.4145071875532
2019-04-01;2019;Breast;341;4875790;6.99373845058955
2019-04-01;2019;Lung;194;4875790;3.9788424029747
2019-04-01;2019;Colorrectal;317;4875790;6.50151052444835
2019-04-01;2019;Skin (nonmelanoma);925;4875790;18.9712846533587
2019-04-01;2019;Skin (melanoma);81;4875790;1.66126925072655
2019-05-01;2019;Breast;320;4884676;6.55109980682444
2019-05-01;2019;Others;1577;4884676;32.2846387355067
2019-05-01;2019;Colorrectal;291;4884676;5.95740638683098
2019-05-01;2019;Lung;239;4884676;4.89285266822201
2019-05-01;2019;Prostate;242;4884676;4.95426922891099
2019-05-01;2019;Skin (nonmelanoma);1100;4884676;22.519405585959
2019-05-01;2019;Skin (melanoma);120;4884676;2.45666242755917
2019-06-01;2019;Others;1265;4882240;25.9102379235761
2019-06-01;2019;Prostate;212;4882240;4.34226912237006
2019-06-01;2019;Colorrectal;264;4882240;5.40735400144196
